Index	Heure start
162	16:43:59
161	16:43:59
172	16:48:49
173	16:48:49
168	16:48:49
171	16:48:49
174	16:48:49
175	16:48:49
170	16:48:49
169	16:48:49
183	16:53:43
181	16:53:43
177	16:53:43
176	16:53:43
179	16:53:43
182	16:53:43
180	16:53:43
178	16:53:43
188	16:58:21
185	16:58:21
186	16:58:21
189	16:58:21
187	16:58:21
191	16:58:21
190	16:58:21
184	16:58:21
193	17:03:09
197	17:03:09
198	17:03:09
196	17:03:09
194	17:03:09
192	17:03:09
199	17:03:09
195	17:03:09
201	17:07:52
200	17:07:52
203	17:07:52
205	17:07:52
204	17:07:52
207	17:07:52
202	17:07:52
206	17:07:52
215	17:12:38
208	17:12:38
214	17:12:38
211	17:12:38
210	17:12:38
212	17:12:38
213	17:12:38
209	17:12:38
220	17:17:23
221	17:17:23
222	17:17:23
223	17:17:23
219	17:17:23
217	17:17:23
218	17:17:23
216	17:17:23
228	17:22:13
224	17:22:13
229	17:22:13
227	17:22:13
225	17:22:13
231	17:22:13
226	17:22:13
230	17:22:13
236	17:26:57
232	17:26:57
237	17:26:57
234	17:26:57
238	17:26:57
233	17:26:57
235	17:26:57
239	17:26:57
240	17:31:45
242	17:31:45
243	17:31:45
244	17:31:45
241	17:31:45
246	17:31:45
245	17:31:45
247	17:31:45
249	17:36:28
251	17:36:28
252	17:36:28
254	17:36:28
250	17:36:28
248	17:36:28
253	17:36:28
255	17:36:28
262	17:41:14
263	17:41:14
257	17:41:14
260	17:41:14
261	17:41:14
256	17:41:14
258	17:41:14
259	17:41:14
265	17:46:10
270	17:46:10
271	17:46:10
269	17:46:10
266	17:46:10
264	17:46:10
268	17:46:10
267	17:46:10
278	17:50:54
276	17:50:54
273	17:50:54
272	17:50:54
275	17:50:54
274	17:50:54
277	17:50:54
279	17:50:54
287	17:55:40
281	17:55:40
283	17:55:40
280	17:55:40
282	17:55:40
285	17:55:40
286	17:55:40
284	17:55:40
295	18:00:29
290	18:00:29
291	18:00:29
294	18:00:29
289	18:00:29
293	18:00:29
288	18:00:29
292	18:00:29
301	18:05:25
303	18:05:25
300	18:05:25
297	18:05:25
296	18:05:25
302	18:05:25
299	18:05:25
298	18:05:25
308	18:10:09
311	18:10:09
310	18:10:09
307	18:10:09
309	18:10:09
305	18:10:09
304	18:10:09
306	18:10:09
312	18:15:00
314	18:15:00
315	18:15:00
319	18:15:00
317	18:15:00
313	18:15:00
316	18:15:00
318	18:15:00
327	18:19:44
324	18:19:44
325	18:19:44
326	18:19:44
321	18:19:44
320	18:19:44
323	18:19:44
322	18:19:44
332	18:24:27
330	18:24:27
334	18:24:27
331	18:24:27
335	18:24:27
328	18:24:27
333	18:24:27
329	18:24:27
338	18:29:10
343	18:29:10
336	18:29:10
340	18:29:10
339	18:29:10
342	18:29:10
341	18:29:10
337	18:29:10
344	18:34:00
351	18:34:00
350	18:34:00
349	18:34:00
347	18:34:00
345	18:34:00
348	18:34:00
346	18:34:00
355	18:38:51
352	18:38:51
357	18:38:51
354	18:38:51
356	18:38:51
353	18:38:51
359	18:38:51
358	18:38:51
361	18:43:53
362	18:43:53
367	18:43:53
363	18:43:53
366	18:43:53
364	18:43:53
360	18:43:53
365	18:43:53
368	18:48:40
371	18:48:40
372	18:48:40
375	18:48:40
370	18:48:40
373	18:48:40
374	18:48:40
369	18:48:40
378	18:53:31
376	18:53:31
380	18:53:31
379	18:53:31
381	18:53:31
377	18:53:31
383	18:53:31
382	18:53:31
388	18:58:20
386	18:58:20
391	18:58:20
389	18:58:20
385	18:58:20
390	18:58:20
387	18:58:20
384	18:58:20
398	19:03:04
393	19:03:04
395	19:03:04
399	19:03:04
397	19:03:04
396	19:03:04
392	19:03:04
394	19:03:04
